Date,EXG
2019-03-26,-0.012
2019-03-27,-0.01165
2019-03-28,-0.011300000000000001
2019-03-29,-0.01095
2019-03-30,-0.0106
2019-03-31,-0.01025
2019-04-01,-0.009899999999999999
2019-04-02,-0.00955
2019-04-03,-0.0092
2019-04-04,-0.00885
2019-04-05,-0.0085
2019-04-06,-0.00815
2019-04-07,-0.0078
2019-04-08,-0.007708333333333333
2019-04-09,-0.0076166666666666666
2019-04-10,-0.007525
2019-04-11,-0.0074333333333333335
2019-04-12,-0.0073416666666666665
2019-04-13,-0.0072499999999999995
2019-04-14,-0.007158333333333333
2019-04-15,-0.007066666666666666
2019-04-16,-0.006975
2019-04-17,-0.006883333333333333
2019-04-18,-0.006791666666666667
2019-04-19,-0.0067
2019-04-20,-0.00353
2019-04-21,-0.0003600000000000001
2019-04-22,0.002810000000000001
2019-04-23,0.00598
2019-04-24,0.009149999999999998
2019-04-25,0.012320000000000001
2019-04-26,0.01549
2019-04-27,0.01866
2019-04-28,0.02183
2019-04-29,0.025
2019-04-30,0.03208333333333334
2019-05-01,0.03916666666666667
2019-05-02,0.04625
2019-05-03,0.05333333333333334
2019-05-04,0.06041666666666667
2019-05-05,0.0675
2019-05-06,0.0715625
2019-05-07,0.075625
2019-05-08,0.07968750000000001
2019-05-09,0.08375
2019-05-10,0.0878125
2019-05-11,0.09187500000000001
2019-05-12,0.09593750000000001
2019-05-13,0.1
2019-05-14,0.10333333333333333
2019-05-15,0.10666666666666667
2019-05-16,0.11
2019-05-17,0.11333333333333333
2019-05-18,0.11666666666666667
2019-05-19,0.12
2019-05-20,0.12542857142857142
2019-05-21,0.13085714285714287
2019-05-22,0.1362857142857143
2019-05-23,0.1417142857142857
2019-05-24,0.14714285714285713
2019-05-25,0.15257142857142858
2019-05-26,0.158
2019-05-27,0.16114285714285714
2019-05-28,0.16428571428571428
2019-05-29,0.16742857142857143
2019-05-30,0.17057142857142857
2019-05-31,0.1737142857142857
2019-06-01,0.17685714285714285
2019-06-02,0.18
2019-06-03,0.1825
2019-06-04,0.185
2019-06-05,0.1875
2019-06-06,0.19
2019-06-07,0.1925
2019-06-08,0.195
2019-06-09,0.1975
2019-06-10,0.2
2019-06-11,0.20400000000000001
2019-06-12,0.20800000000000002
2019-06-13,0.21200000000000002
2019-06-14,0.216
2019-06-15,0.22
2019-06-16,0.224
2019-06-17,0.228
2019-06-18,0.2282857142857143
2019-06-19,0.2285714285714286
2019-06-20,0.22885714285714287
2019-06-21,0.22914285714285715
2019-06-22,0.22942857142857143
2019-06-23,0.22971428571428573
2019-06-24,0.23
2019-06-25,0.22766666666666668
2019-06-26,0.22533333333333333
2019-06-27,0.223
2019-06-28,0.22066666666666668
2019-06-29,0.21833333333333332
2019-06-30,0.216
2019-07-01,0.21478571428571427
2019-07-02,0.21357142857142858
2019-07-03,0.21235714285714286
2019-07-04,0.21114285714285713
2019-07-05,0.20992857142857144
2019-07-06,0.2087142857142857
2019-07-07,0.20750000000000002
2019-07-08,0.2062857142857143
2019-07-09,0.20507142857142857
2019-07-10,0.20385714285714288
2019-07-11,0.20264285714285715
2019-07-12,0.20142857142857143
2019-07-13,0.20021428571428573
2019-07-14,0.199
2019-07-15,0.19240000000000002
2019-07-16,0.18580000000000002
2019-07-17,0.17920000000000003
2019-07-18,0.1726
2019-07-19,0.166
